date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,programid,reducedby,refsys,issub 
"2019 Jan 26",2458509.8369,"r", -21.39, 18.84,0.11, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8369,"r", -21.39, 18.84,0.11, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8418,"r", -21.43, 18.80,0.12, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8418,"r", -21.43, 18.80,0.12, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8448,"r", -21.34, 18.89,0.09, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8477,"r", -21.44, 18.80,0.12, 19.76,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8477,"r", -21.44, 18.80,0.12, 19.76,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8507,"r", -21.34, 18.89,0.11, 19.70,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8536,"r", -21.30, 18.94,0.12, 19.54,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8536,"r", -21.30, 18.94,0.12, 19.54,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8566,"r", -21.37, 18.86,0.10, 19.66,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8566,"r", -21.37, 18.86,0.10, 19.66,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8596,"r", -21.43, 18.81,0.17, 19.15,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8625,"r", -21.46, 18.78,0.12, 19.54,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8625,"r", -21.46, 18.78,0.12, 19.54,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8655,"r", -21.38, 18.85,0.13, 19.57,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8655,"r", -21.38, 18.85,0.13, 19.57,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8685,"r", -21.41, 18.82,0.10, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8714,"r", -21.42, 18.81,0.11, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8744,"r", -21.44, 18.79,0.10, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8744,"r", -21.44, 18.79,0.10, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8774,"r", -21.28, 18.95,0.11, 19.56,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8804,"r", -21.15, 19.08,0.15, 19.26,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8833,"r", -21.43, 18.80,0.12, 19.53,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8833,"r", -21.43, 18.80,0.12, 19.53,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8863,"r", -21.43, 18.81,0.15, 19.42,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8863,"r", -21.43, 18.81,0.15, 19.42,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8893,"r", -21.34, 18.89,0.11, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8922,"r", -21.33, 18.90,0.10, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8922,"r", -21.33, 18.90,0.10, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8952,"r", -21.42, 18.81,0.10, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8952,"r", -21.42, 18.81,0.10, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8982,"r", -21.34, 18.90,0.10, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9011,"r", -21.44, 18.79,0.10, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9011,"r", -21.44, 18.79,0.10, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9041,"r", -21.33, 18.90,0.10, 20.03,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9070,"r", -21.40, 18.83,0.08, 20.06,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9070,"r", -21.40, 18.83,0.08, 20.06,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9100,"r", -21.46, 18.77,0.10, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9100,"r", -21.46, 18.77,0.10, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9130,"r", -21.46, 18.77,0.09, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9159,"r", -21.34, 18.89,0.10, 19.97,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9159,"r", -21.34, 18.89,0.10, 19.97,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9189,"r", -21.38, 18.86,0.10, 19.88,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9189,"r", -21.38, 18.86,0.10, 19.88,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9219,"r", -21.43, 18.80,0.10, 19.95,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9248,"r", -21.35, 18.89,0.09, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9248,"r", -21.35, 18.89,0.09, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9278,"r", -21.38, 18.85,0.08, 20.07,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9308,"r", -21.41, 18.82,0.08, 20.02,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9337,"r", -21.45, 18.79,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9337,"r", -21.45, 18.79,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9367,"r", -21.39, 18.85,0.08, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9396,"r", -21.40, 18.83,0.10, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9396,"r", -21.40, 18.83,0.10, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9426,"r", -21.39, 18.84,0.07, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9455,"r", -21.33, 18.91,0.09, 20.12,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9455,"r", -21.33, 18.91,0.09, 20.12,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9485,"r", -21.38, 18.86,0.08, 20.11,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9514,"r", -21.44, 18.79,0.09, 20.04,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9514,"r", -21.44, 18.79,0.09, 20.04,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9544,"r", -21.36, 18.87,0.09, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9573,"r", -21.38, 18.85,0.10, 20.10,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.9573,"r", -21.38, 18.85,0.10, 20.10,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.7953,"r", -21.51, 18.72,0.09, 19.67,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.7982,"r", -21.42, 18.81,0.13, 19.60,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.7982,"r", -21.42, 18.81,0.13, 19.60,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8012,"r", -21.50, 18.73,0.10, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8041,"r", -21.44, 18.79,0.15, 19.13,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8041,"r", -21.44, 18.79,0.15, 19.13,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8071,"r", -21.41, 18.82,0.18, 18.90,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8100,"r", -21.48, 18.75,0.16, 19.29,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8100,"r", -21.48, 18.75,0.16, 19.29,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8130,"r", -21.37, 18.86,0.10, 19.59,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8159,"r", 99.0, 99.0,99.0, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8159,"r", -21.46, 18.77,0.10, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8159,"r", -21.46, 18.77,0.10, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8189,"r", -21.37, 18.86,0.09, 19.95,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8218,"r", 99.0, 99.0,99.0, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8218,"r", -21.47, 18.76,0.09, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 27",2458510.8218,"r", -21.47, 18.76,0.09, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 28",2458511.9341,"g", -21.54, 18.69,0.07, 20.66,"P48+ZTF","1","None","None",True
"2019 Jan 28",2458511.9341,"g", -21.54, 18.69,0.07, 20.66,"P48+ZTF","1","None","None",True
"2019 Jan 30",2458513.6766,"g", -21.42, 18.81,0.06, 22.00,"LT+IOO","None","Perley","None",False
"2019 Jan 30",2458513.6776,"r", -21.51, 18.72,0.03, 22.00,"LT+IOO","None","Perley","None",False
"2019 Jan 30",2458513.6787,"i", -21.44, 18.79,0.05, 22.00,"LT+IOO","None","Perley","None",False
"2019 Jan 30",2458513.6797,"z", -21.27, 18.96,0.05, 22.00,"LT+IOO","None","Perley","None",False
"2019 Jan 30",2458513.6808,"u", -21.36, 18.87,0.05, 22.00,"LT+IOO","None","Perley","None",False
"2019 Jan 31",2458514.8861,"r", 99.0, 99.0,99.0, 18.03,"P48+ZTF","1","None","None",True
"2019 Jan 31",2458514.9524,"g", 99.0, 99.0,99.0, 16.66,"P48+ZTF","1","None","None",True
"2019 Feb 03",2458518.2339,"UVW1", -21.02, 19.21,0.16, 20.84,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2346,"UVW1", -20.92, 19.31,0.15, 21.07,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 03",2458518.2358,"u", -21.45, 18.78,0.17, 20.07,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2359,"u", -21.28, 18.95,0.16, 20.36,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 03",2458518.2364,"B", -21.80, 18.44,0.21, 19.33,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2365,"B", -21.83, 18.40,0.16, 19.68,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 03",2458518.2371,"UVW2", -20.44, 19.80,0.16, 21.57,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2384,"UVW2", -20.29, 19.94,0.15, 21.74,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 03",2458518.2401,"V", -22.18, 18.05,0.30, 18.34,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2402,"V", -22.05, 18.18,0.26, 18.71,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 03",2458518.2408,"UVM2", -20.58, 19.65,0.15, 21.58,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 03",2458518.2431,"UVM2", -20.51, 19.72,0.13, 21.80,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 08",2458522.9206,"g", -21.72, 18.51,0.09, 20.50,"P48+ZTF","1","None","None",True
"2019 Feb 08",2458522.9206,"g", -21.72, 18.51,0.09, 20.50,"P48+ZTF","1","None","None",True
"2019 Feb 08",2458523.4190,"UVW1", -21.06, 19.17,0.14, 21.08,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 08",2458523.4214,"u", -21.75, 18.49,0.13, 20.26,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 08",2458523.4223,"B", -21.65, 18.58,0.20, 19.53,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 08",2458523.4231,"UVW2", -20.41, 19.82,0.14, 21.76,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 08",2458523.4271,"V", -21.54, 18.69,0.42, 18.52,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 08",2458523.4280,"UVM2", -20.79, 19.44,0.13, 21.74,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 09",2458523.7490,"UVW1", -20.99, 19.24,0.08, 21.56,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 09",2458523.7504,"u", -21.62, 18.61,0.09, 20.72,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 09",2458523.7510,"B", -21.67, 18.56,0.12, 19.94,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 09",2458523.7522,"UVW2", -20.42, 19.81,0.08, 22.25,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 09",2458523.7544,"V", -21.75, 18.48,0.23, 19.05,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 09",2458523.7561,"UVM2", -20.68, 19.55,0.07, 22.22,"Swift+UVOT","None","Steve Schulze","UVOT ZPs; AB; no ext corr, host not removed, aperture photometry, aperture radius: 5''",False
"2019 Feb 12",2458526.9268,"g", -21.81, 18.43,0.09, 19.92,"P48+ZTF","1","None","None",True
"2019 Feb 12",2458526.9268,"g", -21.81, 18.43,0.09, 19.92,"P48+ZTF","1","None","None",True
"2019 Feb 14",2458528.5004,"r", -21.81, 18.42,0.01, 23.01,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Feb 14",2458528.5015,"i", -21.69, 18.54,0.02, 21.34,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Feb 14",2458528.5025,"z", -21.54, 18.69,0.03, 21.32,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Feb 20",2458534.7685,"g", -21.84, 18.39,0.21, 18.70,"P48+ZTF","1","None","None",True
"2019 Feb 20",2458534.8465,"r", -21.99, 18.24,0.12, 18.85,"P48+ZTF","1","None","None",True
"2019 Feb 24",2458538.7828,"g", -21.99, 18.24,0.12, 19.25,"P48+ZTF","1","None","None",True
"2019 Feb 24",2458538.8815,"i", -21.99, 18.24,0.18, 18.38,"P48+ZTF","2","None","None",True
"2019 Feb 27",2458541.7594,"g", -21.95, 18.28,0.11, 19.45,"P48+ZTF","1","None","None",True
"2019 Feb 28",2458543.4020,"UVW2", -19.64, 20.59,0.24, 21.51,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Feb 28",2458543.4049,"UVW1", -20.46, 19.78,0.18, 21.20,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 01",2458543.8258,"i", -21.98, 18.25,0.10, 19.38,"P48+ZTF","2","None","None",True
"2019 Mar 05",2458547.9326,"i", -21.89, 18.34,0.08, 20.08,"P48+ZTF","2","None","None",True
"2019 Mar 05",2458548.1848,"UVW2", -19.83, 20.40,0.21, 21.58,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 05",2458548.1878,"UVW1", -20.48, 19.75,0.17, 21.27,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 10",2458552.5016,"UVW2", -19.65, 20.58,0.23, 21.53,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 10",2458552.5047,"UVW1", -20.00, 20.23,0.22, 21.18,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 13",2458556.4110,"g", -21.64, 18.59,0.01, 22.45,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 13",2458556.4121,"r", -21.82, 18.41,0.02, 22.86,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 13",2458556.4131,"i", -21.84, 18.39,0.01, 22.30,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 13",2458556.4141,"z", -21.75, 18.48,0.03, 21.69,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 13",2458556.4152,"u", -20.95, 19.28,0.05, 21.41,"LT+IOO","None","Taggart Automated Pipeline","SDSS",True
"2019 Mar 15",2458557.8356,"u", 99.0, 99.0,99.0, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2019 Mar 15",2458557.8494,"i", -21.96, 18.27,0.10, 19.51,"P48+ZTF","2","None","None",True
"2019 Mar 15",2458557.8632,"r", -21.89, 18.34,0.03, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2019 Mar 15",2458557.8660,"g", 99.0, 99.0,99.0, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2019 Mar 15",2458557.8686,"i", 99.0, 99.0,99.0, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2019 Mar 15",2458557.8714,"u", 99.0, 99.0,99.0, 19.30,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2019 Mar 16",2458558.5533,"UVW2", -19.61, 20.62,0.24, 21.51,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 16",2458558.5563,"UVW1", -19.89, 20.34,0.23, 21.21,"Swift+UVOT","None","Maayane T. Soumagnac","None",False
"2019 Mar 17",2458559.7393,"r", -21.84, 18.39,0.07, 19.98,"P48+ZTF","1","None","None",True
"2019 Mar 17",2458559.8067,"g", -21.59, 18.64,0.08, 19.90,"P48+ZTF","1","None","None",True
"2019 Mar 20",2458563.3678,"g", -21.63, 18.60,0.05, 20.92,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 20",2458563.3688,"r", -21.77, 18.46,0.05, 20.76,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 20",2458563.3699,"i", -21.71, 18.52,0.03, 21.96,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 20",2458563.3709,"z", -21.68, 18.55,0.07, 20.99,"LT+IOO","None","Taggart Automated Pipeline","PS1",True
"2019 Mar 20",2458563.3720,"u", -20.87, 19.36,0.10, 21.48,"LT+IOO","None","Taggart Automated Pipeline","SDSS",True
"2019 Mar 25",2458567.7242,"r", -21.72, 18.51,0.06, 20.68,"P48+ZTF","1","None","None",True
"2019 Mar 25",2458567.8514,"i", -21.84, 18.39,0.08, 19.79,"P48+ZTF","2","None","None",True
"2019 Mar 30",2458572.7259,"r", -21.75, 18.48,0.07, 19.97,"P48+ZTF","1","None","None",True
"2019 Apr 02",2458575.7189,"r", -21.68, 18.55,0.09, 19.88,"P48+ZTF","1","None","None",True
"2019 Apr 02",2458575.7638,"g", -21.25, 18.98,0.08, 20.66,"P48+ZTF","1","None","None",True
